,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
50,0,0,0,4,0,0,0,0,132,0,0,0,0,0,0,0,0,0,1,0,0,3,2,4,3,3,2,4,4,2,2,2,1,1,0,3,2,3,0,0,4,3,3,4,4,4,4,3,1,4,2,3,1
53,0,0,0,4,2,0,0,0,132,2,0,1,0,0,0,0,0,0,1,0,0,3,2,4,3,3,3,4,4,3,2,2,1,1,0,3,2,3,0,0,4,3,3,4,4,4,4,3,1,3,2,2,1
56,0,0,1,4,2,0,0,0,132,2,0,1,0,0,0,0,0,0,1,0,0,3,2,4,3,3,3,2,2,2,2,2,1,1,0,3,2,3,0,0,4,3,3,4,4,4,4,3,1,1,2,3,1
72,1,0,0,2,0,0,0,0,121,0,1,0,1,0,0,2,0,0,1,0,0,4,4,4,4,4,2,3,4,2,3,2,4,3,4,3,3,2,1,1,2,2,2,1,3,3,4,2,2,3,3,3,0
74,1,0,0,2,2,1,0,0,121,0,0,1,0,0,0,2,0,0,1,0,0,4,4,4,4,4,3,3,4,3,2,2,4,3,4,3,3,2,1,1,2,2,2,1,3,3,4,2,2,2,3,4,1
76,1,0,0,2,0,0,4,0,23,0,0,0,0,0,0,2,0,1,0,0,0,2,2,3,3,2,3,3,3,3,3,3,3,0,2,3,3,3,2,1,2,3,1,3,3,3,3,2,0,3,3,3,1
78,1,0,0,2,2,1,4,0,23,1,0,1,0,0,0,2,0,1,0,0,0,2,2,3,3,2,3,2,2,2,2,2,3,0,2,3,3,3,2,1,2,3,1,3,3,3,3,2,0,1,3,2,1
87,1,1,0,2,2,1,0,0,177,1,0,1,0,0,0,1,0,1,0,0,0,3,3,2,3,1,2,1,2,1,2,1,3,0,4,3,3,2,1,0,2,1,0,3,4,3,3,0,0,1,1,0,0
88,1,1,0,2,2,1,0,0,177,0,0,0,0,0,0,1,0,1,0,0,0,3,3,2,3,1,3,2,1,2,2,2,3,0,4,3,3,2,1,0,2,1,0,3,4,3,3,0,0,3,1,2,1
89,1,1,0,2,2,1,0,0,177,0,0,1,1,0,0,1,0,1,0,0,0,3,3,2,3,1,0,1,1,1,2,1,3,0,4,3,3,2,1,0,2,1,0,3,4,3,3,0,0,2,1,1,0
92,1,1,0,2,2,1,0,0,177,0,0,1,0,0,0,1,0,1,0,0,0,3,3,2,3,1,2,1,3,2,2,1,3,0,4,3,3,2,1,0,2,1,0,3,4,3,3,0,0,2,1,1,0
98,1,1,0,2,2,1,3,3,23,0,0,1,1,0,0,1,0,0,0,0,1,2,3,2,3,4,2,2,2,2,2,2,2,2,2,4,1,1,1,1,0,2,4,1,4,1,2,0,0,2,2,2,0
101,1,1,0,2,2,1,3,3,23,0,0,1,0,0,0,1,0,0,0,0,1,2,3,2,3,4,4,3,3,3,3,2,2,2,2,4,1,1,1,1,0,2,4,1,4,1,2,0,0,2,2,3,1
102,1,1,0,2,4,0,3,3,23,0,0,0,1,0,0,1,0,0,0,0,1,2,3,2,3,4,3,3,3,3,2,2,2,2,2,4,1,1,1,1,0,2,4,1,4,1,2,0,0,2,2,3,0
104,1,0,0,2,2,1,0,0,82,2,0,1,0,0,0,4,0,0,0,0,0,3,3,4,4,4,2,2,3,3,4,3,4,4,4,4,4,4,1,3,4,3,1,3,3,2,2,2,4,3,2,2,0
106,1,0,0,2,2,1,0,0,82,0,0,0,0,0,0,4,0,0,0,0,0,3,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,1,3,4,3,1,3,3,2,2,2,4,2,2,3,0
107,1,0,0,2,2,1,0,0,82,0,0,1,1,0,0,4,0,0,0,0,0,3,3,4,4,4,1,4,3,3,4,2,4,4,4,4,4,4,1,3,4,3,1,3,3,2,2,2,4,2,2,1,0
110,1,0,0,2,2,1,0,0,82,0,0,1,0,0,0,4,0,0,0,0,0,3,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,1,3,4,3,1,3,3,2,2,2,4,1,2,3,1
116,0,0,1,0,2,0,3,4,168,1,0,1,0,0,0,0,0,0,0,0,0,2,4,3,4,4,2,3,3,2,3,1,4,3,4,2,2,2,0,0,1,2,4,1,3,1,3,2,0,2,2,2,0
117,0,0,0,0,2,0,3,4,168,0,1,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,2,3,3,2,3,2,4,3,4,2,2,2,0,0,1,2,4,1,3,1,3,2,0,3,2,3,0
124,0,0,1,0,2,0,3,4,168,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,2,3,3,2,3,0,4,3,4,2,2,2,0,0,1,2,4,1,3,1,3,2,0,1,2,2,0
126,0,1,0,1,0,0,0,0,201,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,3,2,3,2,0,0,0,3,3,3,0,0,2,3,3,3,4,3,3,3,3,3,1,2,0
137,0,0,0,0,0,1,4,2,178,1,0,1,0,0,0,0,0,1,0,0,0,2,3,2,3,3,2,3,2,2,2,3,0,0,1,4,3,2,2,2,3,3,4,4,4,4,4,4,1,3,2,3,1
143,0,0,0,0,2,0,4,2,178,1,0,1,1,0,0,0,0,1,0,0,0,2,3,2,3,3,2,2,2,3,2,2,0,0,1,4,3,2,2,2,3,3,4,4,4,4,4,4,1,3,2,2,0
145,0,0,0,0,2,0,4,2,178,1,0,1,0,0,0,0,0,1,0,0,0,2,3,2,3,3,3,2,2,1,1,1,0,0,1,4,3,2,2,2,3,3,4,4,4,4,4,4,1,1,2,2,0
148,0,0,0,0,1,0,4,2,178,0,1,1,0,0,0,0,0,1,0,0,0,2,3,2,3,3,2,3,3,2,3,2,0,0,1,4,3,2,2,2,3,3,4,4,4,4,4,4,1,2,2,2,0
150,0,0,0,2,0,0,4,0,192,1,0,1,0,0,0,0,0,0,0,0,0,3,4,3,3,2,3,3,4,2,3,2,3,1,3,3,2,1,2,2,3,3,4,3,4,2,3,3,1,2,2,2,0
154,0,0,0,2,2,1,4,0,192,0,1,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2,3,3,3,2,4,2,3,1,3,3,2,1,2,2,3,3,4,3,4,2,3,3,1,1,2,3,0
156,0,0,0,2,0,0,4,0,192,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2,3,3,4,3,4,3,3,1,3,3,2,1,2,2,3,3,4,3,4,2,3,3,1,2,2,4,0
159,0,0,1,2,2,1,4,0,192,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2,3,3,4,3,3,2,3,1,3,3,2,1,2,2,3,3,4,3,4,2,3,3,1,2,2,3,0
170,0,0,0,2,2,1,0,1,192,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,2,1,1,1,4,1,4,3,3,1,2,1,3,1,1,4,4,2,1,2,0,2,3,2,0
171,0,0,1,2,2,1,0,1,192,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,3,2,3,2,4,1,4,3,3,1,2,1,3,1,1,4,4,2,1,2,0,2,3,2,0
176,0,0,1,3,2,0,0,2,197,1,0,1,0,0,0,0,0,0,0,1,0,2,2,3,3,3,1,2,2,1,2,0,3,2,3,3,3,2,3,2,3,3,2,2,2,2,3,3,3,1,2,0,0
182,0,0,1,3,2,0,0,2,197,1,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,0,1,3,1,2,0,3,2,3,3,3,2,3,2,3,3,2,2,2,2,3,3,3,2,2,0,0
185,0,0,1,2,2,1,1,2,192,1,0,1,0,0,0,0,1,0,0,0,0,2,4,3,3,3,2,3,3,1,3,0,3,4,3,3,3,2,0,0,3,2,3,2,3,2,3,4,2,2,3,2,1
186,0,0,0,2,2,1,1,2,192,1,0,1,1,0,0,0,1,0,0,0,0,2,4,3,3,3,3,3,3,3,3,2,3,4,3,3,3,2,0,0,3,2,3,2,3,2,3,4,2,2,3,3,1
189,0,0,0,2,2,1,1,2,192,0,0,0,1,0,0,0,1,0,0,0,0,2,4,3,3,3,2,3,3,2,3,2,3,4,3,3,3,2,0,0,3,2,3,2,3,2,3,4,2,3,3,3,1
199,0,0,1,2,2,1,0,1,121,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,3,3,3,4,3,2,2,3,3,1,1,0,0,3,3,2,3,3,3,4,2,1,2,1,4,1
203,0,0,0,2,2,1,1,3,121,1,1,1,0,0,0,1,0,0,0,0,0,3,3,4,3,4,1,2,2,2,2,2,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,1,2,2,0
206,0,0,0,2,2,1,1,3,121,0,1,0,0,0,0,1,0,0,0,0,0,3,3,4,3,4,4,2,3,3,2,2,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,1,2,3,0
208,0,0,0,2,2,1,1,3,121,1,0,1,0,0,0,1,0,0,0,0,0,3,3,4,3,4,1,2,2,2,2,2,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,1,2,2,0
209,0,0,0,2,2,1,1,3,121,0,0,0,1,0,0,1,0,0,0,0,0,3,3,4,3,4,1,3,3,2,2,2,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,2,2,2,0
211,0,0,1,2,2,1,1,3,121,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,4,1,2,2,1,2,2,1,1,3,4,3,3,3,0,2,2,3,3,3,2,3,4,2,3,2,2,0
222,0,1,1,0,2,0,0,0,178,1,0,0,0,0,0,2,0,2,0,0,0,3,2,4,4,3,3,2,4,3,4,4,1,0,2,4,2,2,0,0,1,3,2,2,3,2,3,4,4,2,1,3,0
224,0,1,0,2,0,0,1,3,68,1,0,1,0,0,0,1,0,1,0,0,0,2,3,2,3,3,2,3,3,4,3,1,1,2,4,3,3,2,2,2,2,3,4,3,3,2,2,3,4,1,1,3,1
227,0,1,0,2,2,1,1,3,68,1,0,1,1,0,0,1,0,1,0,0,0,2,3,2,3,3,2,2,2,0,2,3,1,2,4,3,3,2,2,2,2,3,4,3,3,2,2,3,4,2,1,1,0
229,0,1,0,2,2,1,1,3,68,0,1,0,0,0,0,1,0,1,0,0,0,2,3,2,3,3,3,3,4,2,2,1,1,2,4,3,3,2,2,2,2,3,4,3,3,2,2,3,4,1,1,2,0
248,0,0,0,2,0,0,4,3,140,0,1,0,0,0,0,0,1,1,1,0,0,3,4,4,4,3,2,3,4,3,3,4,4,3,4,3,3,3,2,2,4,2,4,3,3,3,3,3,1,2,3,3,0
252,0,0,1,2,2,1,4,3,140,0,0,1,1,0,0,0,1,1,1,0,0,3,4,4,4,3,2,2,3,3,3,3,4,3,4,3,3,3,2,2,4,2,4,3,3,3,3,3,1,1,3,2,0
275,0,1,1,2,2,1,2,3,170,1,0,1,0,0,0,0,0,1,1,0,0,3,3,3,4,2,2,1,3,1,2,0,2,1,2,4,4,3,3,2,3,1,2,4,3,3,3,1,4,2,3,1,0
276,0,1,0,2,2,1,2,3,170,0,1,0,0,0,0,0,0,1,1,0,0,3,3,3,4,2,3,2,4,3,2,2,2,1,2,4,4,3,3,2,3,1,2,4,3,3,3,1,4,2,3,2,1
277,0,1,0,2,2,1,2,3,170,1,0,1,1,0,0,0,0,1,1,0,0,3,3,3,4,2,3,2,2,4,1,2,2,1,2,4,4,3,3,2,3,1,2,4,3,3,3,1,4,3,3,3,1
282,0,1,1,2,2,1,2,3,170,1,0,0,0,0,0,0,0,1,1,0,0,3,3,3,4,2,1,1,1,0,1,1,2,1,2,4,4,3,3,2,3,1,2,4,3,3,3,1,4,4,3,1,0
293,0,0,1,1,2,0,3,0,121,1,0,0,0,0,0,2,0,0,0,0,0,3,0,3,3,3,1,4,4,2,4,2,3,0,3,4,0,0,3,1,3,0,3,3,4,4,4,4,0,2,0,2,0
298,0,0,1,3,2,0,2,1,121,1,0,1,0,0,0,0,0,0,0,0,0,2,4,2,3,3,1,2,3,0,2,0,1,0,1,4,4,3,3,0,2,3,4,4,4,4,4,4,0,2,0,2,0
302,1,0,1,0,1,0,4,2,168,0,0,0,0,0,0,1,0,1,0,0,0,1,4,3,4,2,1,4,3,3,2,1,1,4,1,3,3,3,2,2,4,2,2,2,3,3,4,1,0,3,1,1,0
303,1,0,0,0,0,1,4,2,168,0,0,1,0,0,0,1,0,1,0,0,0,1,4,3,4,2,2,1,1,3,1,1,1,4,1,3,3,3,2,2,4,2,2,2,3,3,4,1,0,3,1,0,0
304,1,0,0,0,2,0,4,2,168,0,0,0,0,0,0,1,0,1,0,0,0,1,4,3,4,2,3,4,4,4,3,1,1,4,1,3,3,3,2,2,4,2,2,2,3,3,4,1,0,2,1,1,0
305,1,0,0,0,2,0,4,2,168,0,0,0,0,0,0,1,0,1,0,0,0,1,4,3,4,2,3,4,4,3,3,1,1,4,1,3,3,3,2,2,4,2,2,2,3,3,4,1,0,1,1,1,0
312,1,0,0,0,1,0,4,2,168,2,0,0,0,0,0,1,0,1,0,0,0,1,4,3,4,2,3,4,4,4,4,3,1,4,1,3,3,3,2,2,4,2,2,2,3,3,4,1,0,2,1,1,0
313,1,0,0,0,3,0,4,2,168,0,0,0,0,0,0,1,0,1,0,0,0,1,4,3,4,2,1,4,4,4,1,1,1,4,1,3,3,3,2,2,4,2,2,2,3,3,4,1,0,2,1,1,0
320,1,0,1,2,1,0,0,0,58,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,3,0,1,2,2,1,2,0,3,4,2,2,3,3,0,1,2,3,2,3,1,2,2,0,0,2,1,2,0
321,1,0,0,2,0,0,0,0,58,0,0,1,0,0,0,1,1,1,0,0,0,1,3,1,3,0,1,2,2,1,1,0,3,4,2,2,3,3,0,1,2,3,2,3,1,2,2,0,0,1,1,2,1
324,1,0,0,2,3,0,0,0,58,0,0,0,0,1,0,1,1,1,0,0,0,1,3,1,3,0,3,2,2,3,1,2,3,4,2,2,3,3,0,1,2,3,2,3,1,2,2,0,0,2,1,2,1
326,1,0,0,2,2,1,0,0,58,1,0,0,0,0,0,1,1,1,0,0,0,1,3,1,3,0,2,2,2,2,2,1,3,4,2,2,3,3,0,1,2,3,2,3,1,2,2,0,0,1,1,2,1
327,1,0,1,2,0,0,0,0,58,2,0,2,0,0,0,1,1,1,0,0,0,1,3,1,3,0,2,2,3,1,1,1,3,4,2,2,3,3,0,1,2,3,2,3,1,2,2,0,0,2,1,2,0
329,1,0,0,2,2,1,0,0,58,0,1,1,1,0,0,1,1,1,0,0,0,1,3,1,3,0,3,1,3,1,3,2,3,4,2,2,3,3,0,1,2,3,2,3,1,2,2,0,0,3,1,2,1
335,1,0,1,2,1,0,1,1,178,0,0,0,0,0,0,1,0,1,1,0,0,3,4,3,4,4,2,3,2,2,3,2,4,0,3,3,3,3,4,2,3,3,0,3,1,3,0,2,3,1,3,2,1
339,1,0,0,2,3,0,1,1,178,0,0,0,0,1,0,1,0,1,1,0,0,3,4,3,4,4,4,3,3,3,2,2,4,0,3,3,3,3,4,2,3,3,0,3,1,3,0,2,3,3,3,3,1
355,1,1,0,2,3,0,2,2,82,0,0,0,0,1,0,1,0,1,0,0,0,3,3,2,3,3,3,3,3,3,2,3,4,3,1,2,3,2,2,2,2,2,3,2,3,2,2,2,1,1,3,3,1
356,1,1,0,2,2,1,2,2,82,0,1,0,0,0,0,1,0,1,0,0,0,3,3,2,3,3,3,3,2,3,2,2,4,3,1,2,3,2,2,2,2,2,3,2,3,2,2,2,1,2,3,3,1
361,1,1,0,2,0,0,2,2,82,1,0,1,0,0,0,1,0,1,0,0,0,3,3,2,3,3,3,3,3,3,3,3,4,3,1,2,3,2,2,2,2,2,3,2,3,2,2,2,1,2,3,3,1
368,1,0,1,2,1,0,0,1,81,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,3,3,2,3,2,2,2,2,4,3,2,2,3,3,3,1,3,2,1,1,2,2,2,0,3,1,3,2,0
375,1,0,1,2,2,1,0,1,81,1,0,1,0,0,0,0,1,0,0,0,0,3,3,2,3,3,2,3,3,3,3,3,4,3,2,2,3,3,3,1,3,2,1,1,2,2,2,0,3,1,3,3,0
377,1,0,0,2,2,1,0,1,81,0,1,0,0,0,0,0,1,0,0,0,0,3,3,2,3,3,2,3,3,2,4,3,4,3,2,2,3,3,3,1,3,2,1,1,2,2,2,0,3,3,3,2,0
378,1,0,1,2,2,1,0,1,81,0,0,1,1,0,0,0,1,0,0,0,0,3,3,2,3,3,2,3,4,3,4,3,4,3,2,2,3,3,3,1,3,2,1,1,2,2,2,0,3,2,3,3,0
381,1,1,0,2,0,0,0,0,83,0,0,1,0,0,0,0,0,1,1,0,0,3,3,4,4,1,2,2,2,1,3,1,2,3,0,3,3,2,1,2,1,2,1,2,3,3,3,0,0,3,3,2,1
385,1,1,0,2,3,0,0,0,83,0,0,0,0,1,0,0,0,1,1,0,0,3,3,4,4,1,3,2,2,2,1,2,2,3,0,3,3,2,1,2,1,2,1,2,3,3,3,0,0,1,3,3,1
387,1,1,0,2,2,1,0,0,83,1,0,0,0,0,0,0,0,1,1,0,0,3,3,4,4,1,3,2,2,2,3,2,2,3,0,3,3,2,1,2,1,2,1,2,3,3,3,0,0,1,3,2,1
408,1,0,0,0,2,0,0,1,139,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,3,3,3,3,2,2,4,3,2,3,2,3,0,2,3,3,2,2,2,2,3,0,3,2,2,3,1
410,1,0,1,0,2,0,0,1,139,1,0,1,0,0,0,0,0,0,0,0,0,3,4,4,4,3,3,3,3,3,3,3,4,3,2,3,2,3,0,2,3,3,2,2,2,2,3,0,3,2,2,3,1
412,1,0,0,0,2,0,0,1,139,0,1,1,1,0,0,0,0,0,0,0,0,3,4,4,4,3,3,3,4,2,2,2,4,3,2,3,2,3,0,2,3,3,2,2,2,2,3,0,3,2,2,3,1
420,1,0,0,2,2,1,2,4,121,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,4,0,2,1,3,2,0,0,2,2,3,1,1,1,2,1,1,1,3,0,2,0,0,0,0,2,1,1,0
421,1,0,0,2,2,1,2,4,121,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,4,0,3,1,2,2,1,0,2,2,3,1,1,1,2,1,1,1,3,0,2,0,0,0,0,2,1,2,1
422,1,0,0,2,3,0,2,4,121,0,0,0,0,1,0,1,0,1,0,0,0,2,3,0,4,0,3,1,1,3,2,1,2,2,3,1,1,1,2,1,1,1,3,0,2,0,0,0,0,2,1,2,1
424,1,0,0,2,2,1,2,4,121,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,4,0,1,2,2,0,2,1,2,2,3,1,1,1,2,1,1,1,3,0,2,0,0,0,0,1,1,1,0
428,1,0,0,2,0,0,2,4,121,1,0,1,0,0,0,1,0,1,0,0,0,2,3,0,4,0,2,2,3,0,3,0,2,2,3,1,1,1,2,1,1,1,3,0,2,0,0,0,0,2,1,2,0
434,1,0,1,2,1,0,4,4,121,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,3,1,2,3,2,2,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,2,2,1,0
436,1,0,0,2,2,1,4,4,121,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,3,3,3,3,3,2,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,3,2,3,1
447,1,0,0,2,1,0,4,4,121,2,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,3,3,3,3,3,3,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,0,3,2,2,0
448,1,1,0,2,0,0,0,0,148,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,2,3,3,3,3,2,3,1,1,4,4,3,3,1,1,3,2,3,4,4,4,3,1,2,2,3,0
450,1,1,0,2,2,1,0,0,148,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,4,3,3,3,3,3,3,1,1,4,4,3,3,1,1,3,2,3,4,4,4,3,1,2,2,3,1
456,1,1,1,2,2,1,0,0,148,1,0,1,0,0,0,1,0,0,0,0,0,3,4,3,3,3,3,4,4,3,4,3,3,1,1,4,4,3,3,1,1,3,2,3,4,4,4,3,1,1,2,3,0
457,1,1,0,2,0,0,0,0,148,1,0,1,0,0,0,1,0,0,0,0,0,3,4,3,3,3,3,3,3,3,3,3,3,1,1,4,4,3,3,1,1,3,2,3,4,4,4,3,1,3,2,3,1
460,1,1,1,2,2,1,0,0,148,0,0,1,1,0,0,1,0,0,0,0,0,3,4,3,3,3,3,3,3,3,3,3,3,1,1,4,4,3,3,1,1,3,2,3,4,4,4,3,1,3,2,3,0
480,1,0,0,1,0,0,0,0,121,0,0,1,0,0,0,0,1,1,0,0,0,2,4,4,4,4,2,4,4,3,4,3,4,3,1,2,2,1,0,2,4,3,3,2,4,3,4,2,0,2,3,3,0
487,1,0,1,1,0,0,0,0,121,2,0,2,0,0,0,0,1,1,0,0,0,2,4,4,4,4,2,3,4,3,3,3,4,3,1,2,2,1,0,2,4,3,3,2,4,3,4,2,0,2,3,3,0
492,1,0,0,1,1,1,0,0,121,2,0,0,0,0,0,0,1,1,0,0,0,2,4,4,4,4,3,4,4,4,4,4,4,3,1,2,2,1,0,2,4,3,3,2,4,3,4,2,0,2,3,4,1
493,0,0,1,2,3,0,4,4,192,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,3,2,0,2,0,1,0,1,0,0,4,4,2,2,0,0,3,2,3,3,3,2,4,4,1,3,1,0,0
506,0,0,0,2,2,1,4,4,192,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,1,1,2,4,4,4,4,0,2,3,4,4,4,4,4,4,4,3,4,3,1
510,0,1,1,4,1,0,1,4,178,1,0,1,0,0,0,0,0,1,0,0,0,3,4,4,4,4,2,0,4,0,0,0,1,0,4,4,2,2,1,0,2,1,0,4,3,2,4,2,2,3,1,0,0
525,0,0,0,3,4,0,0,0,121,1,0,1,1,0,0,1,0,0,0,0,0,4,4,4,4,4,3,4,4,4,3,3,3,2,3,3,2,2,3,2,3,2,1,0,4,3,4,4,0,3,2,3,1
529,0,0,0,3,2,0,0,0,121,1,0,1,1,0,0,1,0,0,0,0,0,4,4,4,4,4,2,3,3,3,3,3,3,2,3,3,2,2,3,2,3,2,1,0,4,3,4,4,0,3,2,3,1
534,0,1,1,0,2,0,2,1,192,2,0,1,0,0,0,0,1,1,0,0,0,3,3,2,4,4,3,3,3,2,1,1,3,3,3,3,3,3,4,1,1,3,3,3,3,4,4,3,2,2,1,3,1
535,0,1,0,0,2,0,2,1,192,1,0,0,0,0,0,0,1,1,0,0,0,3,3,2,4,4,2,2,3,2,3,1,3,3,3,3,3,3,4,1,1,3,3,3,3,4,4,3,2,3,1,2,0
548,0,0,0,4,2,0,2,1,192,1,0,1,1,0,0,0,0,0,0,0,0,3,4,4,3,4,3,3,3,3,3,2,3,2,3,3,3,3,3,2,4,3,3,3,4,3,3,4,2,3,3,2,0
552,1,1,0,3,3,1,0,0,24,1,0,0,0,0,0,0,0,0,0,1,0,2,3,3,3,3,4,3,3,3,3,2,1,0,1,2,1,1,1,2,1,3,2,1,3,1,2,1,0,3,2,3,1
557,1,0,0,4,2,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,2,3,2,3,3,2,4,3,2,1,0,4,4,2,3,2,2,1,1,1,2,2,1,4,4,4,0,0,2,2,2,0
558,1,0,1,4,2,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,2,3,2,3,3,0,2,2,1,1,0,4,4,2,3,2,2,1,1,1,2,2,1,4,4,4,0,0,2,2,0,0
561,1,0,1,4,0,0,0,0,121,0,1,1,0,0,0,1,0,1,1,0,0,2,3,2,3,3,2,2,3,2,3,2,4,4,2,3,2,2,1,1,1,2,2,1,4,4,4,0,0,3,2,2,0
576,1,0,1,2,4,0,2,3,121,0,0,1,0,0,0,2,0,0,0,0,0,2,3,3,4,4,1,3,2,2,2,0,4,4,2,1,1,1,3,2,3,2,3,1,4,2,3,0,0,1,4,0,0
581,1,0,0,2,2,1,3,0,74,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,2,3,3,3,3,3,3,1,3,4,2,2,3,0,4,1,2,3,3,2,3,3,1,3,3,2,0
582,1,0,1,2,4,0,3,0,74,0,0,1,0,0,0,1,0,0,0,0,0,3,4,3,3,3,2,3,3,2,2,2,3,1,3,4,2,2,3,0,4,1,2,3,3,2,3,3,1,4,3,2,0
589,1,0,0,2,2,1,3,1,142,0,0,0,0,0,0,1,0,0,1,0,0,3,3,3,3,3,2,3,2,2,2,2,4,4,3,2,2,1,1,2,2,1,2,2,3,3,2,1,0,1,0,2,0
