,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
10,0,24,22,2,0,0,2,5,121,0.19,0.18,0.19,0.18,0.14,0.12,0.45,0.05,0.25,0.2,0.0,0.05,7,5,10,8,3,5.0,8.0,9.0,6.0,3.0,4.0,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.1,4,6.0,0
11,0,24,23,2,2,1,2,5,121,0.3,0.05,0.15,0.4,0.05,0.05,0.45,0.05,0.25,0.2,0.0,0.05,7,5,10,8,3,7.0,9.0,7.0,6.0,5.0,7.0,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,-0.21,4,7.0,1
12,0,24,24,2,3,0,2,5,121,0.3,0.1,0.2,0.1,0.1,0.2,0.45,0.05,0.25,0.2,0.0,0.05,7,5,10,8,3,6.0,8.0,7.0,9.0,7.0,8.0,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.32,4,8.0,0
13,0,24,25,2,2,1,2,5,121,0.5,0.0,0.3,0.1,0.0,0.1,0.45,0.05,0.25,0.2,0.0,0.05,7,5,10,8,3,8.0,7.0,8.0,3.0,6.0,2.0,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.73,4,6.0,0
14,0,24,30,2,2,1,2,5,121,0.35,0.15,0.25,0.1,0.05,0.1,0.45,0.05,0.25,0.2,0.0,0.05,7,5,10,8,3,7.0,5.0,9.0,6.0,7.0,9.0,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.6,4,8.0,1
15,0,24,27,2,2,1,2,5,121,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.45,0.05,0.25,0.2,0.0,0.05,7,5,10,8,3,5.0,8.0,7.0,5.0,9.0,5.0,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.07,4,5.0,0
16,0,24,28,2,2,1,2,5,121,0.5,0.0,0.25,0.1,0.0,0.15,0.45,0.05,0.25,0.2,0.0,0.05,7,5,10,8,3,7.0,6.0,8.0,9.0,4.0,5.0,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.11,4,5.0,1
17,0,24,24,2,2,1,2,5,121,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.05,0.25,0.2,0.0,0.05,7,5,10,8,3,6.0,7.0,8.0,7.0,9.0,8.0,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.39,4,8.0,1
18,0,23,27,2,2,1,1,1,121,0.35,0.2,0.2,0.2,0.0,0.05,0.2,0.2,0.2,0.2,0.1,0.1,7,8,9,7,8,4.0,10.0,8.0,5.0,8.0,7.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.18,1,6.0,0
19,0,23,22,2,2,1,1,1,121,0.6,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.2,0.2,0.1,0.1,7,8,9,7,8,8.0,7.0,8.0,10.0,7.0,8.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.18,1,8.0,0
20,0,23,22,2,0,0,1,1,121,0.19,0.18,0.19,0.18,0.14,0.12,0.2,0.2,0.2,0.2,0.1,0.1,7,8,9,7,8,4.0,7.0,8.0,8.0,6.0,7.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.05,1,4.0,0
21,0,23,23,2,2,1,1,1,121,0.3,0.05,0.15,0.4,0.05,0.05,0.2,0.2,0.2,0.2,0.1,0.1,7,8,9,7,8,8.0,10.0,7.0,10.0,7.0,10.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.18,1,8.0,1
22,0,23,24,2,3,0,1,1,121,0.3,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,7,8,9,7,8,6.0,9.0,8.0,9.0,8.0,9.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.21,1,7.0,0
23,0,23,25,2,2,1,1,1,121,0.5,0.0,0.3,0.1,0.0,0.1,0.2,0.2,0.2,0.2,0.1,0.1,7,8,9,7,8,5.0,10.0,8.0,4.0,8.0,2.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.37,1,4.0,0
24,0,23,30,2,2,1,1,1,121,0.35,0.15,0.25,0.1,0.05,0.1,0.2,0.2,0.2,0.2,0.1,0.1,7,8,9,7,8,7.0,10.0,10.0,7.0,10.0,5.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.35,1,5.0,0
25,0,23,27,2,2,1,1,1,121,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2,0.2,0.2,0.2,0.1,0.1,7,8,9,7,8,5.0,9.0,9.0,5.0,9.0,7.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.15,1,6.0,0
26,0,23,28,2,2,1,1,1,121,0.5,0.0,0.25,0.1,0.0,0.15,0.2,0.2,0.2,0.2,0.1,0.1,7,8,9,7,8,9.0,8.0,10.0,10.0,7.0,8.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.47,1,8.0,1
27,0,23,24,2,2,1,1,1,121,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.1,0.1,7,8,9,7,8,8.0,9.0,10.0,10.0,8.0,8.0,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.19,1,10.0,1
28,0,23,27,0,2,0,1,1,121,0.35,0.2,0.2,0.2,0.0,0.05,0.1,0.25,0.2,0.25,0.05,0.15,5,7,8,9,5,6.0,9.0,7.0,6.0,7.0,6.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.33,4,6.0,1
29,0,23,22,0,2,0,1,1,121,0.6,0.0,0.0,0.4,0.0,0.0,0.1,0.25,0.2,0.25,0.05,0.15,5,7,8,9,5,6.0,9.0,9.0,6.0,8.0,2.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.37,4,7.0,1
30,0,23,22,0,0,1,1,1,121,0.19,0.18,0.19,0.18,0.14,0.12,0.1,0.25,0.2,0.25,0.05,0.15,5,7,8,9,5,4.0,7.0,9.0,4.0,3.0,2.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,-0.51,4,6.0,0
31,0,23,23,0,2,0,1,1,121,0.3,0.05,0.15,0.4,0.05,0.05,0.1,0.25,0.2,0.25,0.05,0.15,5,7,8,9,5,8.0,6.0,7.0,8.0,2.0,8.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.12,4,9.0,1
32,0,23,24,0,3,0,1,1,121,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.25,0.2,0.25,0.05,0.15,5,7,8,9,5,5.0,4.0,8.0,8.0,4.0,2.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.35,4,4.0,0
33,0,23,25,0,2,0,1,1,121,0.5,0.0,0.3,0.1,0.0,0.1,0.1,0.25,0.2,0.25,0.05,0.15,5,7,8,9,5,3.0,7.0,6.0,1.0,1.0,1.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.19,4,2.0,0
34,0,23,30,0,2,0,1,1,121,0.35,0.15,0.25,0.1,0.05,0.1,0.1,0.25,0.2,0.25,0.05,0.15,5,7,8,9,5,8.0,8.0,8.0,8.0,3.0,4.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.47,4,8.0,1
35,0,23,27,0,2,0,1,1,121,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1,0.25,0.2,0.25,0.05,0.15,5,7,8,9,5,4.0,8.0,9.0,2.0,8.0,3.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.03,4,5.0,0
36,0,23,28,0,2,0,1,1,121,0.5,0.0,0.25,0.1,0.0,0.15,0.1,0.25,0.2,0.25,0.05,0.15,5,7,8,9,5,7.0,6.0,8.0,8.0,6.0,9.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.46,4,9.0,1
37,0,23,24,0,2,0,1,1,121,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.2,0.25,0.05,0.15,5,7,8,9,5,8.0,9.0,9.0,9.0,10.0,7.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.43,4,9.0,1
38,0,22,27,0,2,0,2,4,121,0.35,0.2,0.2,0.2,0.0,0.05,0.15,0.15,0.25,0.2,0.15,0.1,6,6,5,7,7,4.0,8.0,8.0,5.0,7.0,4.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.19,7,7.0,0
39,0,22,22,0,2,0,2,4,121,0.6,0.0,0.0,0.4,0.0,0.0,0.15,0.15,0.25,0.2,0.15,0.1,6,6,5,7,7,6.0,6.0,8.0,4.0,9.0,4.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.21,7,7.0,0
40,0,22,22,0,0,1,2,4,121,0.19,0.18,0.19,0.18,0.14,0.12,0.15,0.15,0.25,0.2,0.15,0.1,6,6,5,7,7,3.0,6.0,8.0,7.0,8.0,8.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.52,7,7.0,0
41,0,22,23,0,2,0,2,4,121,0.3,0.05,0.15,0.4,0.05,0.05,0.15,0.15,0.25,0.2,0.15,0.1,6,6,5,7,7,7.0,8.0,8.0,7.0,7.0,6.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.46,7,8.0,1
42,0,22,24,0,3,0,2,4,121,0.3,0.1,0.2,0.1,0.1,0.2,0.15,0.15,0.25,0.2,0.15,0.1,6,6,5,7,7,4.0,7.0,7.0,4.0,8.0,5.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.27,7,5.0,0
43,0,22,25,0,2,0,2,4,121,0.5,0.0,0.3,0.1,0.0,0.1,0.15,0.15,0.25,0.2,0.15,0.1,6,6,5,7,7,4.0,8.0,7.0,4.0,5.0,4.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.59,7,5.0,0
44,0,22,30,0,2,0,2,4,121,0.35,0.15,0.25,0.1,0.05,0.1,0.15,0.15,0.25,0.2,0.15,0.1,6,6,5,7,7,7.0,7.0,8.0,7.0,7.0,7.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.31,7,8.0,1
45,0,22,27,0,2,0,2,4,121,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.15,0.15,0.25,0.2,0.15,0.1,6,6,5,7,7,5.0,7.0,8.0,5.0,9.0,5.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.08,7,5.0,0
46,0,22,28,0,2,0,2,4,121,0.5,0.0,0.25,0.1,0.0,0.15,0.15,0.15,0.25,0.2,0.15,0.1,6,6,5,7,7,6.0,6.0,8.0,8.0,8.0,6.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.34,7,6.0,1
47,0,22,24,0,2,0,2,4,121,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.25,0.2,0.15,0.1,6,6,5,7,7,8.0,6.0,7.0,7.0,8.0,6.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.16,7,7.0,1
48,0,26,27,4,2,0,1,1,132,0.35,0.2,0.2,0.2,0.0,0.05,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,8.0,10.0,9.0,8.0,7.0,6.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.19,6,5.0,1
49,0,26,22,4,2,0,1,1,132,0.6,0.0,0.0,0.4,0.0,0.0,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,10.0,10.0,10.0,10.0,10.0,10.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.03,6,10.0,1
50,0,26,22,4,0,0,1,1,132,0.19,0.18,0.19,0.18,0.14,0.12,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,5.0,10.0,10.0,6.0,6.0,6.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.68,6,8.0,1
51,0,26,23,4,2,0,1,1,132,0.3,0.05,0.15,0.4,0.05,0.05,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,10.0,9.0,8.0,8.0,7.0,7.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.26,6,7.0,1
52,0,26,24,4,3,0,1,1,132,0.3,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,5.0,10.0,8.0,8.0,5.0,5.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.01,6,5.0,1
53,0,26,25,4,2,0,1,1,132,0.5,0.0,0.3,0.1,0.0,0.1,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,8.0,9.0,9.0,7.0,6.0,5.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.42,6,6.0,1
54,0,26,30,4,2,0,1,1,132,0.35,0.15,0.25,0.1,0.05,0.1,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,6.0,8.0,9.0,6.0,6.0,6.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.21,6,7.0,1
55,0,26,27,4,2,0,1,1,132,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,6.0,7.0,8.0,7.0,9.0,6.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.1,6,7.0,1
56,0,26,28,4,2,0,1,1,132,0.5,0.0,0.25,0.1,0.0,0.15,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,8.0,5.0,5.0,6.0,5.0,5.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.35,6,7.0,1
57,0,26,24,4,2,0,1,1,132,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.3,0.1,0.1,7,6,10,7,7,7.0,8.0,7.0,8.0,7.0,8.0,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.23,6,8.0,1
58,1,27,21,2,0,0,7,3,82,0.15,0.2,0.2,0.15,0.15,0.15,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,6.0,8.0,8.0,8.0,8.0,6.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.14,7,7.0,0
59,1,27,24,2,2,1,7,3,82,0.45,0.05,0.25,0.2,0.0,0.05,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,8.0,7.0,6.0,9.0,7.0,4.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.29,7,7.0,0
60,1,27,25,2,2,1,7,3,82,0.35,0.1,0.35,0.1,0.1,0.0,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,7.0,8.0,6.0,5.0,8.0,4.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.24,7,5.0,0
61,1,27,23,2,2,1,7,3,82,0.2,0.2,0.2,0.2,0.1,0.1,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,6.0,7.0,8.0,7.0,7.0,5.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.18,7,6.0,0
62,1,27,21,2,2,1,7,3,82,0.2,0.05,0.25,0.25,0.1,0.15,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,6.0,8.0,8.0,8.0,7.0,6.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.43,7,6.0,0
63,1,27,23,2,0,0,7,3,82,0.1,0.25,0.2,0.25,0.05,0.15,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,7.0,9.0,8.0,9.0,8.0,4.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.33,7,7.0,0
64,1,27,22,2,0,0,7,3,82,0.15,0.15,0.25,0.2,0.15,0.1,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,7.0,8.0,8.0,8.0,7.0,7.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,7.0,0
65,1,27,25,2,2,1,7,3,82,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,8.0,7.0,6.0,6.0,6.0,5.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.03,7,7.0,0
66,1,27,26,2,4,0,7,3,82,0.2,0.1,0.2,0.3,0.1,0.1,0.35,0.2,0.2,0.2,0.0,0.05,8,9,7,8,5,6.0,8.0,7.0,8.0,7.0,5.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,6.0,0
67,1,22,21,2,0,0,1,1,121,0.15,0.2,0.2,0.15,0.15,0.15,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,7.0,8.0,10.0,7.0,7.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.54,7,8.0,0
68,1,22,24,2,2,1,1,1,121,0.45,0.05,0.25,0.2,0.0,0.05,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,7.0,6.0,10.0,6.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.18,7,8.0,0
69,1,22,25,2,2,1,1,1,121,0.35,0.1,0.35,0.1,0.1,0.0,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,6.0,7.0,10.0,6.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.14,7,7.0,0
70,1,22,23,2,2,1,1,1,121,0.2,0.2,0.2,0.2,0.1,0.1,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,6.0,5.0,10.0,6.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.18,7,6.0,0
71,1,22,21,2,2,1,1,1,121,0.2,0.05,0.25,0.25,0.1,0.15,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,6.0,7.0,10.0,7.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.0,7,7.0,0
72,1,22,23,2,0,0,1,1,121,0.1,0.25,0.2,0.25,0.05,0.15,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,6.0,8.0,10.0,6.0,7.0,6.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.37,7,7.0,0
73,1,22,22,2,0,0,1,1,121,0.15,0.15,0.25,0.2,0.15,0.1,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,7.0,9.0,10.0,6.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.21,7,8.0,1
74,1,22,25,2,2,1,1,1,121,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,8.0,8.0,10.0,7.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.11,7,9.0,1
75,1,22,26,2,4,0,1,1,121,0.2,0.1,0.2,0.3,0.1,0.1,0.6,0.0,0.0,0.4,0.0,0.0,9,9,9,10,9,8.0,8.0,10.0,7.0,6.0,5.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.03,7,8.0,1
76,1,25,21,2,0,0,9,2,23,0.15,0.2,0.2,0.15,0.15,0.15,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,7.0,7.0,8.0,8.0,7.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.25,7,7.0,1
77,1,25,24,2,2,1,9,2,23,0.45,0.05,0.25,0.2,0.0,0.05,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,7.0,8.0,7.0,5.0,7.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.73,7,7.0,1
78,1,25,25,2,2,1,9,2,23,0.35,0.1,0.35,0.1,0.1,0.0,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,7.0,6.0,6.0,6.0,6.0,6.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,-0.3,7,6.0,1
79,1,25,23,2,2,1,9,2,23,0.2,0.2,0.2,0.2,0.1,0.1,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,6.0,6.0,7.0,7.0,8.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.37,7,6.0,1
80,1,25,21,2,2,1,9,2,23,0.2,0.05,0.25,0.25,0.1,0.15,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,5.0,8.0,7.0,7.0,7.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.06,7,6.0,0
81,1,25,23,2,0,0,9,2,23,0.1,0.25,0.2,0.25,0.05,0.15,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,6.0,6.0,8.0,8.0,8.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.19,7,6.0,1
82,1,25,22,2,0,0,9,2,23,0.15,0.15,0.25,0.2,0.15,0.1,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,8.0,8.0,8.0,6.0,6.0,6.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.59,7,7.0,1
83,1,25,25,2,2,1,9,2,23,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,8.0,7.0,7.0,7.0,8.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.28,7,7.0,1
84,1,25,26,2,4,0,9,2,23,0.2,0.1,0.2,0.3,0.1,0.1,0.5,0.0,0.3,0.1,0.0,0.1,6,6,8,8,6,6.0,6.0,7.0,8.0,7.0,7.0,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.42,7,6.0,1
85,1,30,21,2,0,0,1,1,177,0.15,0.2,0.2,0.15,0.15,0.15,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,3.0,6.0,7.0,5.0,8.0,7.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.34,4,2.0,0
86,1,30,24,2,2,1,1,1,177,0.45,0.05,0.25,0.2,0.0,0.05,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,5.0,3.0,4.0,3.0,5.0,3.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.6,4,4.0,0
87,1,30,25,2,2,1,1,1,177,0.35,0.1,0.35,0.1,0.1,0.0,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,6.0,3.0,5.0,4.0,5.0,4.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,-0.26,4,2.0,0
88,1,30,23,2,2,1,1,1,177,0.2,0.2,0.2,0.2,0.1,0.1,0.35,0.15,0.25,0.1,0.05,0.1,7,7,6,8,4,7.0,6.0,3.0,5.0,6.0,5.0,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.35,4,6.0,1
